day,active_cases
2015-12-28,0
2016-01-04,73
2016-01-11,161
2016-01-18,210
2016-01-25,262
2016-02-01,332
2016-02-08,379
2016-02-15,475
2016-02-22,569
2016-02-29,637
2016-03-07,680
2016-03-14,731
2016-03-21,803
2016-03-28,847
2016-04-04,897
2016-04-11,952
2016-04-18,992
2016-04-25,1058
2016-05-02,1097
2016-05-09,1153
2016-05-16,1193
2016-05-23,1236
2016-05-30,1281
2016-06-06,1325
2016-06-13,1388
2016-06-20,1440
2016-06-27,1495
2016-07-04,1535
2016-07-11,1611
2016-07-18,1692
2016-07-25,1739
2016-08-01,1774
2016-08-08,1862
2016-08-15,1918
2016-08-22,1959
2016-08-29,1985
2016-09-05,2023
2016-09-12,2083
2016-09-19,2168
2016-09-26,2226
2016-10-03,2278
2016-10-10,2342
2016-10-17,2418
2016-10-24,2458
2016-10-31,2512
2016-11-07,2571
2016-11-14,2651
2016-11-21,2718
2016-11-28,2791
2016-12-05,2876
2016-12-12,2950
2016-12-19,3018
2016-12-26,3057
2017-01-02,3098
2017-01-09,3161
2017-01-16,3227
2017-01-23,3288
2017-01-30,3375
2017-02-06,3463
2017-02-13,3528
2017-02-20,3579
2017-02-27,3637
2017-03-06,3698
2017-03-13,3748
2017-03-20,3806
2017-03-27,3858
2017-04-03,3924
2017-04-10,3984
2017-04-17,4020
2017-04-24,4073
2017-05-01,4111
2017-05-08,4171
2017-05-15,4211
2017-05-22,4261
2017-05-29,4287
2017-06-05,4347
2017-06-12,4393
2017-06-19,4449
2017-06-26,4499
2017-07-03,4518
2017-07-10,4603
2017-07-17,4658
2017-07-24,4702
2017-07-31,4741
2017-08-07,4831
2017-08-14,4867
2017-08-21,4914
2017-08-28,4953
2017-09-04,5012
2017-09-11,5063
2017-09-18,5104
2017-09-25,5156
2017-10-02,5201
2017-10-09,5261
2017-10-16,5340
2017-10-23,5397
2017-10-30,5457
2017-11-06,5522
2017-11-13,5576
2017-11-20,5605
2017-11-27,5643
2017-12-04,5710
2017-12-11,5770
2017-12-18,5857
2017-12-25,5896
2018-01-01,5937
2018-01-08,6013
2018-01-15,6091
2018-01-22,6161
2018-01-29,6229
2018-02-05,6324
2018-02-12,6415
2018-02-19,6472
2018-02-26,6536
2018-03-05,6637
2018-03-12,6690
2018-03-19,6736
2018-03-26,6812
2018-04-02,6898
2018-04-09,6967
2018-04-16,7013
2018-04-23,7052
2018-04-30,7132
2018-05-07,7207
2018-05-14,7262
2018-05-21,7304
2018-05-28,7349
2018-06-04,7440
2018-06-11,7520
2018-06-18,7590
2018-06-25,7648
2018-07-02,7692
2018-07-09,7788
2018-07-16,7880
2018-07-23,7958
2018-07-30,8027
2018-08-06,8092
2018-08-13,8161
2018-08-20,8254
2018-08-27,8325
2018-09-03,8373
2018-09-10,8438
2018-09-17,8508
2018-09-24,8573
2018-10-01,8632
2018-10-08,8698
2018-10-15,8789
2018-10-22,8853
2018-10-29,8943
2018-11-05,9033
2018-11-12,9097
2018-11-19,9188
2018-11-26,9249
2018-12-03,9331
2018-12-10,9420
2018-12-17,9539
2018-12-24,9581
2018-12-31,9649
2019-01-07,9735
2019-01-14,9819
2019-01-21,9907
2019-01-28,9971
2019-02-04,10071
2019-02-11,10157
2019-02-18,10215
2019-02-25,10275
2019-03-04,10333
2019-03-11,10433
2019-03-18,10515
2019-03-25,10572
2019-04-01,10666
2019-04-08,10746
2019-04-15,10805
2019-04-22,10869
2019-04-29,10934
2019-05-06,11031
2019-05-13,11152
2019-05-20,11223
2019-05-27,11269
2019-06-03,11364
2019-06-10,11441
2019-06-17,11510
2019-06-24,11543
2019-07-01,11570
2019-07-08,11614
2019-07-15,11672
2019-07-22,11703
2019-07-29,11772
2019-08-05,11842
2019-08-12,11947
2019-08-19,12030
2019-08-26,12133
2019-09-02,12211
2019-09-09,12312
2019-09-16,12421
2019-09-23,12519
2019-09-30,12645
2019-10-07,12757
2019-10-14,12856
2019-10-21,12960
2019-10-28,13108
2019-11-04,13228
2019-11-11,13334
2019-11-18,13501
2019-11-25,13607
2019-12-02,13765
2019-12-09,13954
2019-12-16,14140
2019-12-23,14222
2019-12-30,14332
2020-01-06,14564
2020-01-13,14807
2020-01-20,15008
2020-01-27,15213
2020-02-03,15481
2020-02-10,15716
2020-02-17,15966
2020-02-24,16242
2020-03-02,16632
2020-03-09,16881
2020-03-16,17050
2020-03-23,17050
2020-04-06,17050
2020-04-13,17051
2020-04-27,17051
2020-05-11,17051
2020-05-25,17051
2020-06-01,17051
2020-06-08,17051
2020-06-15,17051
2020-06-22,17053
2020-06-29,17056
2020-07-06,17071
2020-07-13,17105
2020-07-20,17135
2020-07-27,17207
2020-08-03,17261
2020-08-10,17340
2020-08-17,17437
2020-08-24,17601
2020-08-31,17734
2020-09-07,17848
2020-09-14,17974
2020-09-21,18109
2020-09-28,18227
2020-10-05,18362
2020-10-12,18476
2020-10-19,18612
2020-10-26,18794
2020-11-02,19025
2020-11-09,19180
2020-11-16,19359
2020-11-23,19506
2020-11-30,19660
2020-12-07,19795
2020-12-14,19996
2020-12-21,20183
2020-12-28,20221
2021-01-04,20231
2021-01-11,20253
2021-01-18,20268
2021-01-25,20289
2021-02-01,20311
2021-02-08,20353
2021-02-15,20388
2021-02-22,20478
2021-03-01,20567
2021-03-08,20642
2021-03-15,20698
2021-03-22,20817
2021-03-29,20964
2021-04-05,21095
2021-04-12,21198
2021-04-19,21328
2021-04-26,21470
2021-05-03,21614
2021-05-10,21765
2021-05-17,21932
2021-05-24,22047
2021-05-31,22168
2021-06-07,22342
2021-06-14,22457
2021-06-21,22560
2021-06-28,22667
2021-07-05,22752
2021-07-12,22858
2021-07-19,22974
2021-07-26,23072
2021-08-02,23185
2021-08-09,23324
2021-08-16,23462
2021-08-23,23659
2021-08-30,23757
2021-09-06,23789
2021-09-13,23847
2021-09-20,23948
2021-09-27,24049
2021-10-04,24161
2021-10-11,24281
2021-10-18,24399
2021-10-25,24491
2021-11-01,24626
2021-11-08,24724
2021-11-15,24853
2021-11-22,24933
2021-11-29,25083
2021-12-06,25207
2021-12-13,25313
2021-12-20,25379
2021-12-27,25489
2022-01-03,25578
2022-01-10,25721
2022-01-17,26128
2022-01-24,26615
2022-01-31,27085
2022-02-07,27635
2022-02-14,28212
2022-02-21,28836
2022-02-28,29370
2022-03-07,30058
2022-03-14,30793
2022-03-21,31468
2022-03-28,32165
2022-04-04,32856
2022-04-11,33560
2022-04-18,34380
2022-04-25,35127
2022-05-02,35866
2022-05-09,36692
2022-05-16,37438
2022-05-23,38130
2022-05-30,38715
2022-06-06,39684
2022-06-13,40335
2022-06-20,40848
2022-06-27,41747
2022-07-04,42379
2022-07-11,43073
2022-07-18,43973
2022-07-25,44582
