day,active_cases
2015-12-28,0
2016-01-04,127
2016-01-11,269
2016-01-18,350
2016-01-25,454
2016-02-01,586
2016-02-08,679
2016-02-15,850
2016-02-22,1003
2016-02-29,1124
2016-03-07,1231
2016-03-14,1337
2016-03-21,1460
2016-03-28,1548
2016-04-04,1642
2016-04-11,1748
2016-04-18,1835
2016-04-25,1944
2016-05-02,2037
2016-05-09,2148
2016-05-16,2229
2016-05-23,2328
2016-05-30,2402
2016-06-06,2508
2016-06-13,2630
2016-06-20,2732
2016-06-27,2838
2016-07-04,2920
2016-07-11,3058
2016-07-18,3195
2016-07-25,3287
2016-08-01,3380
2016-08-08,3516
2016-08-15,3621
2016-08-22,3719
2016-08-29,3802
2016-09-05,3887
2016-09-12,4009
2016-09-19,4146
2016-09-26,4262
2016-10-03,4377
2016-10-10,4482
2016-10-17,4615
2016-10-24,4690
2016-10-31,4803
2016-11-07,4919
2016-11-14,5059
2016-11-21,5175
2016-11-28,5293
2016-12-05,5432
2016-12-12,5551
2016-12-19,5660
2016-12-26,5742
2017-01-02,5810
2017-01-09,5929
2017-01-16,6032
2017-01-23,6157
2017-01-30,6296
2017-02-06,6435
2017-02-13,6546
2017-02-20,6646
2017-02-27,6744
2017-03-06,6853
2017-03-13,6942
2017-03-20,7051
2017-03-27,7144
2017-04-03,7266
2017-04-10,7372
2017-04-17,7445
2017-04-24,7539
2017-05-01,7628
2017-05-08,7736
2017-05-15,7819
2017-05-22,7910
2017-05-29,7975
2017-06-05,8085
2017-06-12,8185
2017-06-19,8275
2017-06-26,8374
2017-07-03,8420
2017-07-10,8564
2017-07-17,8670
2017-07-24,8763
2017-07-31,8853
2017-08-07,8997
2017-08-14,9083
2017-08-21,9177
2017-08-28,9263
2017-09-04,9348
2017-09-11,9454
2017-09-18,9559
2017-09-25,9651
2017-10-02,9750
2017-10-09,9848
2017-10-16,9993
2017-10-23,10089
2017-10-30,10195
2017-11-06,10306
2017-11-13,10428
2017-11-20,10488
2017-11-27,10565
2017-12-04,10686
2017-12-11,10798
2017-12-18,10936
2017-12-25,11004
2018-01-01,11117
2018-01-08,11304
2018-01-15,11463
2018-01-22,11631
2018-01-29,11797
2018-02-05,11999
2018-02-12,12183
2018-02-19,12309
2018-02-26,12441
2018-03-05,12672
2018-03-12,12824
2018-03-19,12944
2018-03-26,13095
2018-04-02,13281
2018-04-09,13455
2018-04-16,13574
2018-04-23,13674
2018-04-30,13867
2018-05-07,14058
2018-05-14,14189
2018-05-21,14312
2018-05-28,14411
2018-06-04,14624
2018-06-11,14802
2018-06-18,14958
2018-06-25,15091
2018-07-02,15209
2018-07-09,15434
2018-07-16,15631
2018-07-23,15796
2018-07-30,15961
2018-08-06,16151
2018-08-13,16326
2018-08-20,16501
2018-08-27,16638
2018-09-03,16782
2018-09-10,16950
2018-09-17,17105
2018-09-24,17242
2018-10-01,17420
2018-10-08,17593
2018-10-15,17787
2018-10-22,17924
2018-10-29,18094
2018-11-05,18318
2018-11-12,18469
2018-11-19,18630
2018-11-26,18759
2018-12-03,18968
2018-12-10,19176
2018-12-17,19387
2018-12-24,19480
2018-12-31,19617
2019-01-07,19826
2019-01-14,20005
2019-01-21,20151
2019-01-28,20281
2019-02-04,20488
2019-02-11,20658
2019-02-18,20799
2019-02-25,20956
2019-03-04,21124
2019-03-11,21310
2019-03-18,21466
2019-03-25,21581
2019-04-01,21776
2019-04-08,21937
2019-04-15,22071
2019-04-22,22216
2019-04-29,22372
2019-05-06,22577
2019-05-13,22775
2019-05-20,22921
2019-05-27,23017
2019-06-03,23205
2019-06-10,23369
2019-06-17,23499
2019-06-24,23583
2019-07-01,23660
2019-07-08,23763
2019-07-15,23891
2019-07-22,23965
2019-07-29,24106
2019-08-05,24283
2019-08-12,24484
2019-08-19,24674
2019-08-26,24874
2019-09-02,25069
2019-09-09,25278
2019-09-16,25507
2019-09-23,25721
2019-09-30,25957
2019-10-07,26192
2019-10-14,26421
2019-10-21,26640
2019-10-28,26907
2019-11-04,27156
2019-11-11,27360
2019-11-18,27650
2019-11-25,27850
2019-12-02,28142
2019-12-09,28468
2019-12-16,28776
2019-12-23,28924
2019-12-30,29112
2020-01-06,29484
2020-01-13,29860
2020-01-20,30173
2020-01-27,30485
2020-02-03,30908
2020-02-10,31252
2020-02-17,31616
2020-02-24,32025
2020-03-02,32596
2020-03-09,32953
2020-03-16,33159
2020-03-23,33159
2020-04-06,33159
2020-04-13,33160
2020-04-27,33160
2020-05-11,33160
2020-05-25,33160
2020-06-01,33160
2020-06-08,33160
2020-06-15,33160
2020-06-22,33162
2020-06-29,33165
2020-07-06,33182
2020-07-13,33236
2020-07-20,33288
2020-07-27,33403
2020-08-03,33476
2020-08-10,33593
2020-08-17,33729
2020-08-24,33958
2020-08-31,34149
2020-09-07,34297
2020-09-14,34485
2020-09-21,34686
2020-09-28,34861
2020-10-05,35072
2020-10-12,35243
2020-10-19,35449
2020-10-26,35701
2020-11-02,36028
2020-11-09,36273
2020-11-16,36513
2020-11-23,36720
2020-11-30,36936
2020-12-07,37119
2020-12-14,37390
2020-12-21,37627
2020-12-28,37683
2021-01-04,37698
2021-01-11,37761
2021-01-18,37811
2021-01-25,37855
2021-02-01,37909
2021-02-08,38059
2021-02-15,38194
2021-02-22,38466
2021-03-01,38796
2021-03-08,39077
2021-03-15,39302
2021-03-22,39759
2021-03-29,40222
2021-04-05,40723
2021-04-12,41118
2021-04-19,41553
2021-04-26,42048
2021-05-03,42496
2021-05-10,43160
2021-05-17,43743
2021-05-24,44311
2021-05-31,44712
2021-06-07,45279
2021-06-14,45776
2021-06-21,46247
2021-06-28,46719
2021-07-05,47050
2021-07-12,47436
2021-07-19,47902
2021-07-26,48353
2021-08-02,48719
2021-08-09,49118
2021-08-16,49611
2021-08-23,50185
2021-08-30,50531
2021-09-06,50623
2021-09-13,50834
2021-09-20,51082
2021-09-27,51415
2021-10-04,51743
2021-10-11,52195
2021-10-18,52586
2021-10-25,52874
2021-11-01,53240
2021-11-08,53586
2021-11-15,53979
2021-11-22,54263
2021-11-29,54657
2021-12-06,55046
2021-12-13,55397
2021-12-20,55673
2021-12-27,56041
2022-01-03,56373
2022-01-10,56877
2022-01-17,57372
2022-01-24,57923
2022-01-31,58474
2022-02-07,59094
2022-02-14,59752
2022-02-21,60469
2022-02-28,61095
2022-03-07,61929
2022-03-14,62824
2022-03-21,63599
2022-03-28,64418
2022-04-04,65240
2022-04-11,66084
2022-04-18,67050
2022-04-25,67906
2022-05-02,68802
2022-05-09,69790
2022-05-16,70701
2022-05-23,71524
2022-05-30,72215
2022-06-06,73325
2022-06-13,74096
2022-06-20,74725
2022-06-27,75793
2022-07-04,76547
2022-07-11,77410
2022-07-18,78498
2022-07-25,79271
2022-08-01,80093
2022-08-08,80956
2022-08-15,81642
2022-08-22,82222
2022-08-29,83046
2022-09-05,83794
2022-09-12,84617
2022-09-19,85512
2022-09-26,86245
2022-10-03,87038
2022-10-10,87891
2022-10-17,88647
2022-10-24,89415
2022-10-31,90327
2022-11-07,91206
2022-11-14,91975
2022-11-21,92576
2022-11-28,93525
2022-12-05,94425
2022-12-12,95329
2022-12-19,96328
2022-12-26,97089
2023-01-02,97845
2023-01-09,99218
2023-01-16,100194
2023-01-23,101176
2023-01-30,102089
2023-02-06,103026
2023-02-13,103906
2023-02-20,104809
2023-02-27,105933
2023-03-06,107214
2023-03-13,108432
2023-03-20,109629
2023-03-27,110767
2023-04-03,111845
2023-04-10,113237
2023-04-17,114682
2023-04-24,116198
2023-05-01,118078
2023-05-08,119500
2023-05-15,120983
2023-05-22,122669
2023-05-29,124339
2023-06-05,126502
2023-06-12,128402
2023-06-19,130281
2023-06-26,132400
2023-07-03,134347
2023-07-10,136872
2023-07-17,139092
2023-07-24,141345
2023-07-31,144230
2023-08-07,146851
2023-08-14,149763
2023-08-21,152044
2023-08-28,154740
2023-09-04,157339
2023-09-11,160288
2023-09-18,162699
2023-09-25,165183
2023-10-02,167882
2023-10-09,170539
2023-10-16,173464
2023-10-23,175366
